Stime,n1,n2,n3,n4,n5,c0,c1,c2,c3,c4
15.32627643630697,-1.2446629204190127,1.6922869443311541,-2.006679185975342,,-0.5481444079378663,e3b229ec-e001-4f50-aa9a-c7b137d82f2b,acf3b084-f808-47c2-a2f3-a282e4774c88,087a6289-b634-4b28-a239-c75fe9ff05fe,bab0ab68-fc9f-4834-8f40-095b3394a8a6,88dbe426-f309-4a0a-885b-00b7718deb97
9.8290480823723,-0.7795839405841527,-0.08122731287934778,0.32309261154377317,1.132687112163924,-0.04214159872296004,b48d7785-8310-4663-848b-009951ea106c,c3bfec39-0760-48bd-810c-4b1e18084b55,e4642fcb-1a24-4b69-a61f-1c5bd3344539,74d7cc35-9d39-4831-bb56-5cbf6ec87866,ecd3087c-fd6e-45de-91e9-7d408b089ad9
11.24000868559056,1.3773389493094486,-0.9142751252805873,-0.38596144194996784,1.2228198749004946,-1.0660878764212711,8ca8070c-fd6f-4e20-9756-263707c3a5fb,f1057a89-f456-435f-925d-890bfd13b9f2,d508832a-024f-4de7-b03f-1ddcb4a4bec2,49c3ea83-205d-4c00-921a-41d820e1651b,76e65e92-8a13-4603-b804-a7f5d4e79457
1.2782412535125063,-0.2096812256073923,-0.11030788931655086,-0.6940543376039132,0.9299610243597777,-0.8282771859049725,b48d7785-8310-4663-848b-009951ea106c,23bcbb04-b304-45ee-bc6d-107f4ca6f226,087a6289-b634-4b28-a239-c75fe9ff05fe,74d7cc35-9d39-4831-bb56-5cbf6ec87866,ff09437e-3d32-44f6-b3f7-e2b9bd5b26c4
,-1.3153426832148143,0.7880410409269056,0.4758352446011042,1.9661973881772847,-1.647886819095759,d6c0626a-6703-4c08-bf64-ce8edfeb2b15,23bcbb04-b304-45ee-bc6d-107f4ca6f226,f0803f59-bdae-4028-810d-0dc55ef9bf2d,4cac9e66-4152-4144-aba3-bbebcda17890,1685234a-33cd-43d0-b1a6-752e9af6f305
3.313307303660978,0.8051627429982444,1.41660627418529,0.06376635538733627,-0.11722936330418393,1.2625014276406517,,3d569ca9-a61b-4328-9086-9c59193e6f78,570b11e2-8e73-4251-bd7b-188af38fc46c,bab0ab68-fc9f-4834-8f40-095b3394a8a6,b1d45d2a-76ca-4a7d-b1ff-d0f38e2feb10
16.794024827150643,,-0.5751579241676327,0.9885702258878416,0.44335153724514637,0.7641662278190869,8ef60a28-4d6f-45f6-963a-2e3c3a1f06d9,9b919b91-adfe-462c-9ea9-32748da58553,fa2bcd04-966a-46bf-aec3-c1bf9fe435c9,4cac9e66-4152-4144-aba3-bbebcda17890,02e3bcfd-4d24-4860-96d3-ac91bf1d297a
7.094062171846417,-0.714496775954371,-1.5759742119140816,,-0.08061211397262066,-1.2741330154627437,,b9162cc3-7aa9-4958-b1de-62432cca9c4b,9cea5ab4-346f-472c-954a-8bcbaecd168f,4cac9e66-4152-4144-aba3-bbebcda17890,ecd3087c-fd6e-45de-91e9-7d408b089ad9
7.991252796382133,0.8670243336769111,-0.2903919372733098,0.23095882121955982,1.010742421957079,-0.9792367126935443,8ef60a28-4d6f-45f6-963a-2e3c3a1f06d9,23efce7d-9abe-41b8-b5aa-0cf5d9c14148,629d97a5-6c00-4393-90f2-3bd07b42e4be,49c3ea83-205d-4c00-921a-41d820e1651b,00a32c9a-6463-4a18-b62c-225489097f08
25.923939493353604,0.071347588352947,-0.8119111192528946,-1.2234215863000721,-1.9619623488125295,-0.7896589514450959,f0954fd6-cd13-4f97-b398-6510b44d703c,acf3b084-f808-47c2-a2f3-a282e4774c88,e852d97f-0dd2-48d9-81b4-b9ead91ec486,4cac9e66-4152-4144-aba3-bbebcda17890,fe5c6747-6a60-4ed1-bc28-b8065ba0b3f5
